ID; name; description; key0; key1; key2; use; value; weight; type; adjustment; shotsmax; shotscur; ndice; sdice; pdice; armor; wearflag; magicpower; magicrealm; special; flags0; flags1; flags2; flags3; flags4; flags5; flags6; flags7; flags8; flags9; flags10; flags11; flags12; flags13; flags14; flags15; questnum; strength; dexterity; constitution; intelligence; piety; sets_flag0; sets_flag1; sets_flag2; sets_flag3; sets_flag4; sets_flag5; sets_flag6; sets_flag7; sets_flag8; sets_flag9; sets_flag10; sets_flag11; sets_flag12; sets_flag13; sets_flag14; sets_flag15; special1; special2
71; emerald; The green jewel is breath-taking in its simple beauty.; ; ; ; ; 1750; 1; 13; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
72; jade idol; Cut from jade, this idol is the image of a person with folded hands.; idol; ; ; ; 850; 2; 8; 0; 1; 1; 0; 0; 0; 0; 17; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
73; rusty key; The key is completely rusted over.; key; ; ; ; 15; 1; 11; 0; 1; 1; 2; 0; 0; 0; 17; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
74; diamond-studded stiletto; It's a beautiful weapon, completely covered in gold and diamonds.; stiletto; ; ; You fell a tad bit like royalty wielding this garish weapon.; 50000; 8; 1; 3; 110; 110; 2; 4; 4; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
75; grey cloak; It's grey as dawn.; cloak; ; ; ; 200; 2; 5; 0; 20; 20; 0; 0; 0; 1; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
76; thieves' boots; They look rather stealthy.; boots; ; ; ; 780; 3; 5; 0; 20; 20; 0; 0; 0; 2; 8; 0; 0; 0; 3; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
77; foil; It's a fencer's foil.; ; ; ; En Guarde!; 300; 4; 1; 0; 40; 40; 2; 4; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
78; ringlet mail armor; The overlapping metal ringlets make a flexible armor, that protects very well.; mail; armor;  ; ; 1000; 12; 5; 0; 35; 35; 0; 0; 0; 15; 1; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
79; brass leggings; ; leggings; ; ; ; 920; 7; 5; 0; 23; 23; 0; 0; 0; 4; 3; 0; 0; 0; 3; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
80; 30 platinum pieces; They glitter beautifully.; platinum; pieces; ; ; 150; 5; 10; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 3; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
81; fencer's mask; It's a wire-mesh fencing mask, used by fencers to protect against foil stabs.; mask; ; ; ; 200; 1; 5; 0; 15; 15; 0; 0; 0; 3; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
82; purple scroll; ; scroll; ; ; ; 10; 1; 7; 0; 1; 1; 0; 0; 0; 0; 17; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
83; quartz stone; It glows curiously.; stone; ; ; The quartz stone dims to a dull grey.; 2000; 5; 8; 0; 1; 1; 0; 0; 0; 0; 17; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
84; velvet-fringed scroll; The scroll is outlined in a thin layer of beautiful velvet.; scroll; ; ; ; 100; 1; 7; 0; 1; 1; 0; 0; 0; 0; 17; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
85; red scroll; The scroll is curiously written on red paper.; scroll; ; ; ; 100; 1; 7; 0; 1; 1; 0; 0; 0; 0; 17; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
86; crystal ball; It's a perfect sphere of crystal.; ball; ; ; ; 2500; 2; 8; 0; 8; 8; 0; 0; 0; 0; 17; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
87; bronze gauntlets; The glimmering gauntlets look like they could break the face of an orc.; gauntlets; ; ; You flex your fingers after you put the gauntlets on.; 800; 5; 5; 0; 30; 30; 0; 0; 0; 2; 6; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
88; glowing rod; It glows beautifully before your eyes, illuminating the entire room.; rod; ; ; The room lights up.; 12000; 3; 13; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
89; silver arm-bands; They're made from the finest silver.; arm; bands; arm-bands; ; 2410; 5; 5; 0; 32; 32; 0; 0; 0; 2; 2; 0; 0; 0; 3; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
90; bone shield; It's a shield made completely of bone.; shield; ; ; ; 100; 5; 5; 0; 20; 20; 0; 0; 0; 4; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
91; banded mail armor; You behold some tightly wedged metal strips of armor banded together.; mail; armor; ; ; 1200; 14; 5; 0; 34; 34; 0; 0; 0; 18; 1; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
92; metal helmet; It's a simple helmet, forged in normal metal.; helmet; ; ; ; 200; 5; 5; 0; 30; 30; 0; 0; 0; 4; 7; 0; 0; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
93; bag; Several objects can be put inside this bag.; ; ; ; You firmly grasp a bag with one of your hands.; 10; 1; 9; 0; 7; 0; 0; 0; 0; 0; 17; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
94; sapphire; ; ; ; ; ; 725; 1; 13; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
95; glass wand; It's a beautiful rod of glass.; wand; ; ; ; 3400; 2; 8; 0; 3; 3; 0; 0; 0; 0; 17; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
96; 400 copper pieces; ; copper; pieces; ; ; 100; 10; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
97; crossbow; It's a piece of fine artisanship that only the best bowyer could have made.; ; ; ; ; 1200; 8; 4; 0; 70; 70; 1; 12; 1; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
98; stone key; The key is made completely of stone.  It is quite fragile.; key; ; ; The key crumbles as it unlocks the door.; 50; 1; 11; 0; 1; 1; 3; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
99; magical flame bow; The bow glows a brilliant golden color.; flame; bow; ; The bow glows even brighter as you wield it.; 30000; 7; 4; 3; 220; 220; 2; 8; 3; 0; 20; 1; 0; 0; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
100; fire ring; The ring glows a deep red color.; ring; ; ; Your finger burns slightly as you wear it.; 10000; 1; 12; 0; 600; 600; 0; 0; 0; 1; 9; 0; 0; 0; 11; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
101; grate key; It's a key to open the sewer grate.; key; ; ; ; 10; 1; 11; 0; 4; 4; 4; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
102; dwarven plate mail; Made by the dwarves, possibly the best armor available; plate; mail; ; It's heavy going on but you feel impenetrable; 50000; 20; 5; 0; 50; 50; 0; 0; 0; 21; 1; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
103; red training key; You see the red training key you need to get into the training room.; training; key; ; ; 150; 1; 11; 0; 1; 1; 10; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
104; ruby key; A fantastic key made of shimmering red rubies.; key; ; ; ; 150; 1; 11; 0; 1; 1; 11; 0; 0; 0; 17; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
105; green training key; You see a green key which opens the training room door.; training ; key; key; ; 10; 1; 11; 0; 1; 1; 5; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
106; blue training key; This is the blue key you need to enter the training area.; blue; training; key; ; 10; 1; 11; 0; 1; 1; 6; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
107; jet black key; This key is darker than coal.  ; jet; black; key; ; 10; 1; 11; 0; 2; 2; 7; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
108; singing sword; A large sword whose quality surpasses all others you have seen.; singing; sword; ; The sword sings to you as you wield it.; 50000; 10; 1; 3; 250; 250; 3; 5; 3; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
109; wand of the efreeti; A fire red wand that burns your hands as you grab it.; wand;  ; ; ; 5000; 5; 8; 0; 10; 10; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
110; pirate's key; You see a strange key of iron with teeth set like a skull.; key;  ; ;  ; 200; 1; 11; 0; 1; 1; 13; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
111; elven lamellar armor; A strong elven blend of leathers designed specifically for small mages.; lamellar; armor; ; The armor is tight and heavy, but you feel very protected.; 20000; 11; 5; 0; 75; 75; 0; 0; 0; 18; 1; 0; 0; 0; 3; 19; 31; 36; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
112; enchanted hammer of thunder; You see a mighty hammer.  It is the personal property of the air giant.; hammer; thunder; enchanted; You wield the mighty hammer of the great air giant.; 75000; 15; 2; 3; 100; 100; 3; 5; 3; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
113; hornblade; A smooth blade carved completely out of an animal's horn.; hornblade; ; ; ; 500; 4; 0; 0; 150; 150; 2; 6; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
114; dragon's blade; A mighty blade carved from the horn of a gold dragon.; dragon; blade; ; You feel the power of the dragon that once owned the horn.; 50000; 7; 0; 3; 250; 250; 4; 4; 3; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
115; elven bow; You see a small bow, hand-crafted by the elves.; elven; bow; ; It's small, but more accurate than your best long bow.; 1800; 4; 4; 0; 75; 75; 3; 4; 1; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
116; boots of elvenkind; You see a nice pair of pointed tiped boots.; boots; elvenkind; ; Snug, but very comfortable.  Too bad they're not very stylish.; 1000; 3; 5; 0; 30; 30; 0; 0; 0; 2; 8; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
117; bec de corbin; A large pole with a metal hook designed specifically to take apart armor.; bec; corbin; ; You wield a pole that looks like a large can-opener.; 500; 8; 3; 0; 100; 100; 1; 8; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
118; halberd; A large pole with a blade afixed to the tip ending in a spear.; halberd; ; ; Your halberd slices through the air around you as you wield it.; 1000; 12; 3; 0; 125; 125; 1; 12; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
119; bill-guisarme; A strange pole consisting of a cleaver blade, jutting back spike and a hook.; bill; guisarme; ; Careful...you're going to rip someone's eye out with that thing.; 2000; 8; 3; 1; 200; 200; 2; 6; 1; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
120; mountain boots; You see a pair of boots, ruggedly designed for mountain climbing.; mountain; boots; ; ; 60; 2; 5; 0; 25; 25; 0; 0; 1; 1; 8; 0; 0; 0; 3; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
121; mountain gloves; You see a pair of gloves designed specifically for mountain climbing.; mountain; gloves; ; ; 50; 3; 5; 0; 25; 25; 0; 0; 1; 1; 6; 0; 0; 0; 3; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
122; heavy cloth leggings; You see some leggings.  They are very warm for the cold mountain air.; heavy; cloth; leggings; ; 40; 8; 5; 0; 25; 25; 0; 0; 0; 2; 3; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
123; elven chain mail; You see some fine chain mail, hand crafted by elves.; chain; mail; ; ; 2000; 8; 5; 0; 40; 40; 0; 0; 0; 15; 1; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
124; elven leather armor; Light leather armor made to protect mages from opponents.; leather; armor; ; ; 1000; 7; 5; 0; 25; 25; 0; 0; 0; 15; 1; 0; 0; 0; 3; 31; 36; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
125; velvet red key; You see a brass key, covered in velvet.; red ; key; ; As you unlock the door, the key breaks.  Cheap materials.; 10; 1; 11; 0; 1; 1; 8; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
126; white lace key; You see a brass key covered with white lace.  There's a hint of perfume on it.; lace; key; ; ; 10; 1; 11; 0; 2; 2; 9; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
127; moss green key; This key looks disgusting.  It's covered with moss and is quite slippery.; green; key; ; <CREEEK>  The door unlocks as the key breaks.; 1000; 1; 11; 0; 1; 1; 12; 0; 0; 0; 17; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
128; two-handed battle axe; You see a large, powerful battle axe.   You need two hands just to lift it.; battle; axe; ; ; 25000; 12; 0; 3; 214; 214; 1; 12; 3; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
129; copper key; You see a dull-looking copper key.  It's quite rusty.; key; ; ; ; 10; 1; 11; 0; 4; 4; 14; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
130; platinum dragon scale mail; You see glimmering armor made from the scales of the Platinum Dragon.; dragon; scale; mail; You feel the might and power of the Platinum Dragon.; 99999; 40; 5; 0; 65; 65; 0; 0; 0; 40; 1; 0; 0; 0; 3; 10; 13; 14; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
131; orange key; You see an oak key with an orangish tint to it.; orange; key; ; ; 10; 1; 11; 0; 1; 1; 15; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
132; faded yellow key; You see a dingy yellowish-gold key that looks pretty used.; yellow; key; ;  ; 10; 1; 11; 0; 1; 1; 16; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
133; lightning javelin; You see a mighty javelin with a lightning bolt painted across it.; javelin; ; ;  ; 25000; 5; 4; 3; 1; 1; 6; 4; 0; 0; 20; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
134; golden plate mail; You see some beautiful dwarven plate mail made almost completely of gold.; plate; mail; ; ; 99999; 45; 5; 0; 15; 15; 0; 0; 0; 25; 1; 0; 0; 0; 3; 10; 15; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
135; golden scroll; The paper is made of fine gold-laced fibers.; scroll; ; ; ; 4750; 1; 7; 0; 1; 1; 0; 0; 0; 0; 17; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
136; crystal tablet; It has arcane letters written across its surface.; tablet; ; ; ; 305; 2; 7; 0; 1; 1; 0; 0; 0; 0; 17; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
137; shimmering silver scroll; The scroll seems to fade in and out of existence as it shimmers.; silver; scroll; ; ; 891; 1; 7; 0; 1; 1; 0; 0; 0; 0; 17; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
